# Goxel 0.14.0
# One line per voxel
# X Y Z RRGGBB
29 95 29 7f7f7f
30 95 29 7f7f7f
31 95 29 7f7f7f
28 92 30 7f7f7f
29 92 30 7f7f7f
30 92 30 7f7f7f
31 92 30 7f7f7f
28 93 30 7f7f7f
29 93 30 7f7f7f
30 93 30 7f7f7f
31 93 30 7f7f7f
28 94 30 7f7f7f
29 94 30 7f7f7f
30 94 30 7f7f7f
31 94 30 7f7f7f
28 95 30 7f7f7f
29 95 30 7f7f7f
30 95 30 7f7f7f
31 95 30 7f7f7f
28 93 31 7f7f7f
29 93 31 7f7f7f
30 93 31 7f7f7f
31 93 31 7f7f7f
28 94 31 7f7f7f
29 94 31 7f7f7f
30 94 31 7f7f7f
31 94 31 7f7f7f
28 95 31 7f7f7f
29 95 31 7f7f7f
30 95 31 7f7f7f
31 95 31 7f7f7f
32 80 16 7f7f7f
33 80 16 7f7f7f
34 80 16 7f7f7f
35 80 16 7f7f7f
36 80 16 7f7f7f
37 80 16 7f7f7f
38 80 16 7f7f7f
39 80 16 7f7f7f
40 80 16 7f7f7f
41 80 16 7f7f7f
42 80 16 7f7f7f
43 80 16 7f7f7f
32 81 16 7f7f7f
33 81 16 7f7f7f
34 81 16 7f7f7f
35 81 16 7f7f7f
36 81 16 7f7f7f
37 81 16 7f7f7f
38 81 16 7f7f7f
39 81 16 7f7f7f
40 81 16 7f7f7f
41 81 16 7f7f7f
42 81 16 7f7f7f
43 81 16 7f7f7f
32 82 16 7f7f7f
33 82 16 7f7f7f
34 82 16 7f7f7f
35 82 16 7f7f7f
36 82 16 7f7f7f
37 82 16 7f7f7f
38 82 16 7f7f7f
39 82 16 7f7f7f
40 82 16 7f7f7f
41 82 16 7f7f7f
42 82 16 7f7f7f
43 82 16 7f7f7f
32 83 16 7f7f7f
33 83 16 7f7f7f
34 83 16 7f7f7f
35 83 16 7f7f7f
36 83 16 7f7f7f
37 83 16 7f7f7f
38 83 16 7f7f7f
39 83 16 7f7f7f
40 83 16 7f7f7f
41 83 16 7f7f7f
42 83 16 7f7f7f
43 83 16 7f7f7f
32 84 16 7f7f7f
33 84 16 7f7f7f
34 84 16 7f7f7f
35 84 16 7f7f7f
36 84 16 7f7f7f
37 84 16 7f7f7f
38 84 16 7f7f7f
39 84 16 7f7f7f
40 84 16 7f7f7f
41 84 16 7f7f7f
42 84 16 7f7f7f
43 84 16 7f7f7f
32 85 16 7f7f7f
33 85 16 7f7f7f
34 85 16 7f7f7f
35 85 16 7f7f7f
36 85 16 7f7f7f
37 85 16 7f7f7f
38 85 16 7f7f7f
39 85 16 7f7f7f
40 85 16 7f7f7f
41 85 16 7f7f7f
42 85 16 7f7f7f
43 85 16 7f7f7f
32 86 16 7f7f7f
33 86 16 7f7f7f
34 86 16 7f7f7f
35 86 16 7f7f7f
36 86 16 7f7f7f
37 86 16 7f7f7f
38 86 16 7f7f7f
39 86 16 7f7f7f
40 86 16 7f7f7f
41 86 16 7f7f7f
42 86 16 7f7f7f
43 86 16 7f7f7f
32 87 16 7f7f7f
33 87 16 7f7f7f
34 87 16 7f7f7f
35 87 16 7f7f7f
36 87 16 7f7f7f
37 87 16 7f7f7f
38 87 16 7f7f7f
39 87 16 7f7f7f
40 87 16 7f7f7f
41 87 16 7f7f7f
42 87 16 7f7f7f
43 87 16 7f7f7f
32 88 16 7f7f7f
33 88 16 7f7f7f
34 88 16 7f7f7f
35 88 16 7f7f7f
36 88 16 7f7f7f
37 88 16 7f7f7f
38 88 16 7f7f7f
39 88 16 7f7f7f
40 88 16 7f7f7f
41 88 16 7f7f7f
42 88 16 7f7f7f
43 88 16 7f7f7f
32 89 16 7f7f7f
33 89 16 7f7f7f
34 89 16 7f7f7f
35 89 16 7f7f7f
36 89 16 7f7f7f
37 89 16 7f7f7f
38 89 16 7f7f7f
39 89 16 7f7f7f
40 89 16 7f7f7f
41 89 16 7f7f7f
42 89 16 7f7f7f
43 89 16 7f7f7f
32 90 16 7f7f7f
33 90 16 7f7f7f
34 90 16 7f7f7f
35 90 16 7f7f7f
36 90 16 7f7f7f
37 90 16 7f7f7f
38 90 16 7f7f7f
39 90 16 7f7f7f
40 90 16 7f7f7f
41 90 16 7f7f7f
42 90 16 7f7f7f
43 90 16 7f7f7f
32 91 16 7f7f7f
33 91 16 7f7f7f
34 91 16 7f7f7f
35 91 16 7f7f7f
36 91 16 7f7f7f
37 91 16 7f7f7f
38 91 16 7f7f7f
39 91 16 7f7f7f
40 91 16 7f7f7f
41 91 16 7f7f7f
42 91 16 7f7f7f
43 91 16 7f7f7f
32 92 16 7f7f7f
33 92 16 7f7f7f
34 92 16 7f7f7f
35 92 16 7f7f7f
36 92 16 7f7f7f
37 92 16 7f7f7f
38 92 16 7f7f7f
39 92 16 7f7f7f
40 92 16 7f7f7f
41 92 16 7f7f7f
42 92 16 7f7f7f
43 92 16 7f7f7f
32 93 16 7f7f7f
33 93 16 7f7f7f
34 93 16 7f7f7f
35 93 16 7f7f7f
36 93 16 7f7f7f
37 93 16 7f7f7f
38 93 16 7f7f7f
39 93 16 7f7f7f
40 93 16 7f7f7f
41 93 16 7f7f7f
42 93 16 7f7f7f
43 93 16 7f7f7f
32 94 16 7f7f7f
33 94 16 7f7f7f
34 94 16 7f7f7f
35 94 16 7f7f7f
36 94 16 7f7f7f
37 94 16 7f7f7f
38 94 16 7f7f7f
39 94 16 7f7f7f
40 94 16 7f7f7f
41 94 16 7f7f7f
42 94 16 7f7f7f
43 94 16 7f7f7f
32 95 16 7f7f7f
33 95 16 7f7f7f
34 95 16 7f7f7f
35 95 16 7f7f7f
36 95 16 7f7f7f
37 95 16 7f7f7f
38 95 16 7f7f7f
39 95 16 7f7f7f
40 95 16 7f7f7f
41 95 16 7f7f7f
42 95 16 7f7f7f
43 95 16 7f7f7f
32 80 17 7f7f7f
33 80 17 7f7f7f
34 80 17 7f7f7f
35 80 17 7f7f7f
36 80 17 7f7f7f
37 80 17 7f7f7f
38 80 17 7f7f7f
39 80 17 7f7f7f
40 80 17 7f7f7f
41 80 17 7f7f7f
42 80 17 7f7f7f
43 80 17 7f7f7f
32 81 17 7f7f7f
33 81 17 7f7f7f
34 81 17 7f7f7f
35 81 17 7f7f7f
36 81 17 7f7f7f
37 81 17 7f7f7f
38 81 17 7f7f7f
39 81 17 7f7f7f
40 81 17 7f7f7f
41 81 17 7f7f7f
42 81 17 7f7f7f
43 81 17 7f7f7f
32 82 17 7f7f7f
33 82 17 7f7f7f
34 82 17 7f7f7f
35 82 17 7f7f7f
36 82 17 7f7f7f
37 82 17 7f7f7f
38 82 17 7f7f7f
39 82 17 7f7f7f
40 82 17 7f7f7f
41 82 17 7f7f7f
42 82 17 7f7f7f
43 82 17 7f7f7f
32 83 17 7f7f7f
33 83 17 7f7f7f
34 83 17 7f7f7f
35 83 17 7f7f7f
36 83 17 7f7f7f
37 83 17 7f7f7f
38 83 17 7f7f7f
39 83 17 7f7f7f
40 83 17 7f7f7f
41 83 17 7f7f7f
42 83 17 7f7f7f
43 83 17 7f7f7f
32 84 17 7f7f7f
33 84 17 7f7f7f
34 84 17 7f7f7f
35 84 17 7f7f7f
36 84 17 7f7f7f
37 84 17 7f7f7f
38 84 17 7f7f7f
39 84 17 7f7f7f
40 84 17 7f7f7f
41 84 17 7f7f7f
42 84 17 7f7f7f
43 84 17 7f7f7f
32 85 17 7f7f7f
33 85 17 7f7f7f
34 85 17 7f7f7f
35 85 17 7f7f7f
36 85 17 7f7f7f
37 85 17 7f7f7f
38 85 17 7f7f7f
39 85 17 7f7f7f
40 85 17 7f7f7f
41 85 17 7f7f7f
42 85 17 7f7f7f
43 85 17 7f7f7f
32 86 17 7f7f7f
33 86 17 7f7f7f
34 86 17 7f7f7f
35 86 17 7f7f7f
36 86 17 7f7f7f
37 86 17 7f7f7f
38 86 17 7f7f7f
39 86 17 7f7f7f
40 86 17 7f7f7f
41 86 17 7f7f7f
42 86 17 7f7f7f
43 86 17 7f7f7f
32 87 17 7f7f7f
33 87 17 7f7f7f
34 87 17 7f7f7f
35 87 17 7f7f7f
36 87 17 7f7f7f
37 87 17 7f7f7f
38 87 17 7f7f7f
39 87 17 7f7f7f
40 87 17 7f7f7f
41 87 17 7f7f7f
42 87 17 7f7f7f
43 87 17 7f7f7f
32 88 17 7f7f7f
33 88 17 7f7f7f
34 88 17 7f7f7f
35 88 17 7f7f7f
36 88 17 7f7f7f
37 88 17 7f7f7f
38 88 17 7f7f7f
39 88 17 7f7f7f
40 88 17 7f7f7f
41 88 17 7f7f7f
42 88 17 7f7f7f
43 88 17 7f7f7f
32 89 17 7f7f7f
33 89 17 7f7f7f
34 89 17 7f7f7f
35 89 17 7f7f7f
36 89 17 7f7f7f
37 89 17 7f7f7f
38 89 17 7f7f7f
39 89 17 7f7f7f
40 89 17 7f7f7f
41 89 17 7f7f7f
42 89 17 7f7f7f
43 89 17 7f7f7f
32 90 17 7f7f7f
33 90 17 7f7f7f
34 90 17 7f7f7f
35 90 17 7f7f7f
36 90 17 7f7f7f
37 90 17 7f7f7f
38 90 17 7f7f7f
39 90 17 7f7f7f
40 90 17 7f7f7f
41 90 17 7f7f7f
42 90 17 7f7f7f
43 90 17 7f7f7f
32 91 17 7f7f7f
33 91 17 7f7f7f
34 91 17 7f7f7f
35 91 17 7f7f7f
36 91 17 7f7f7f
37 91 17 7f7f7f
38 91 17 7f7f7f
39 91 17 7f7f7f
40 91 17 7f7f7f
41 91 17 7f7f7f
42 91 17 7f7f7f
43 91 17 7f7f7f
32 92 17 7f7f7f
33 92 17 7f7f7f
34 92 17 7f7f7f
35 92 17 7f7f7f
36 92 17 7f7f7f
37 92 17 7f7f7f
38 92 17 7f7f7f
39 92 17 7f7f7f
40 92 17 7f7f7f
41 92 17 7f7f7f
42 92 17 7f7f7f
43 92 17 7f7f7f
32 93 17 7f7f7f
33 93 17 7f7f7f
34 93 17 7f7f7f
35 93 17 7f7f7f
36 93 17 7f7f7f
37 93 17 7f7f7f
38 93 17 7f7f7f
39 93 17 7f7f7f
40 93 17 7f7f7f
41 93 17 7f7f7f
42 93 17 7f7f7f
43 93 17 7f7f7f
32 94 17 7f7f7f
33 94 17 7f7f7f
34 94 17 7f7f7f
35 94 17 7f7f7f
36 94 17 7f7f7f
37 94 17 7f7f7f
38 94 17 7f7f7f
39 94 17 7f7f7f
40 94 17 7f7f7f
41 94 17 7f7f7f
42 94 17 7f7f7f
43 94 17 7f7f7f
32 95 17 7f7f7f
33 95 17 7f7f7f
34 95 17 7f7f7f
35 95 17 7f7f7f
36 95 17 7f7f7f
37 95 17 7f7f7f
38 95 17 7f7f7f
39 95 17 7f7f7f
40 95 17 7f7f7f
41 95 17 7f7f7f
42 95 17 7f7f7f
43 95 17 7f7f7f
32 80 18 7f7f7f
33 80 18 7f7f7f
34 80 18 7f7f7f
35 80 18 7f7f7f
36 80 18 7f7f7f
37 80 18 7f7f7f
38 80 18 7f7f7f
39 80 18 7f7f7f
40 80 18 7f7f7f
41 80 18 7f7f7f
42 80 18 7f7f7f
43 80 18 7f7f7f
32 81 18 7f7f7f
33 81 18 7f7f7f
34 81 18 7f7f7f
35 81 18 7f7f7f
36 81 18 7f7f7f
37 81 18 7f7f7f
38 81 18 7f7f7f
39 81 18 7f7f7f
40 81 18 7f7f7f
41 81 18 7f7f7f
42 81 18 7f7f7f
43 81 18 7f7f7f
32 82 18 7f7f7f
33 82 18 7f7f7f
34 82 18 7f7f7f
35 82 18 7f7f7f
36 82 18 7f7f7f
37 82 18 7f7f7f
38 82 18 7f7f7f
39 82 18 7f7f7f
40 82 18 7f7f7f
41 82 18 7f7f7f
42 82 18 7f7f7f
43 82 18 7f7f7f
32 83 18 7f7f7f
33 83 18 7f7f7f
34 83 18 7f7f7f
35 83 18 7f7f7f
36 83 18 7f7f7f
37 83 18 7f7f7f
38 83 18 7f7f7f
39 83 18 7f7f7f
40 83 18 7f7f7f
41 83 18 7f7f7f
42 83 18 7f7f7f
43 83 18 7f7f7f
32 84 18 7f7f7f
33 84 18 7f7f7f
34 84 18 7f7f7f
35 84 18 7f7f7f
36 84 18 7f7f7f
37 84 18 7f7f7f
38 84 18 7f7f7f
39 84 18 7f7f7f
40 84 18 7f7f7f
41 84 18 7f7f7f
42 84 18 7f7f7f
43 84 18 7f7f7f
32 85 18 7f7f7f
33 85 18 7f7f7f
34 85 18 7f7f7f
35 85 18 7f7f7f
36 85 18 7f7f7f
37 85 18 7f7f7f
38 85 18 7f7f7f
39 85 18 7f7f7f
40 85 18 7f7f7f
41 85 18 7f7f7f
42 85 18 7f7f7f
43 85 18 7f7f7f
32 86 18 7f7f7f
33 86 18 7f7f7f
34 86 18 7f7f7f
35 86 18 7f7f7f
36 86 18 7f7f7f
37 86 18 7f7f7f
38 86 18 7f7f7f
39 86 18 7f7f7f
40 86 18 7f7f7f
41 86 18 7f7f7f
42 86 18 7f7f7f
43 86 18 7f7f7f
32 87 18 7f7f7f
33 87 18 7f7f7f
34 87 18 7f7f7f
35 87 18 7f7f7f
36 87 18 7f7f7f
37 87 18 7f7f7f
38 87 18 7f7f7f
39 87 18 7f7f7f
40 87 18 7f7f7f
41 87 18 7f7f7f
42 87 18 7f7f7f
43 87 18 7f7f7f
32 88 18 7f7f7f
33 88 18 7f7f7f
34 88 18 7f7f7f
35 88 18 7f7f7f
36 88 18 7f7f7f
37 88 18 7f7f7f
38 88 18 7f7f7f
39 88 18 7f7f7f
40 88 18 7f7f7f
41 88 18 7f7f7f
42 88 18 7f7f7f
43 88 18 7f7f7f
32 89 18 7f7f7f
33 89 18 7f7f7f
34 89 18 7f7f7f
35 89 18 7f7f7f
36 89 18 7f7f7f
37 89 18 7f7f7f
38 89 18 7f7f7f
39 89 18 7f7f7f
40 89 18 7f7f7f
41 89 18 7f7f7f
42 89 18 7f7f7f
43 89 18 7f7f7f
32 90 18 7f7f7f
33 90 18 7f7f7f
34 90 18 7f7f7f
35 90 18 7f7f7f
36 90 18 7f7f7f
37 90 18 7f7f7f
38 90 18 7f7f7f
39 90 18 7f7f7f
40 90 18 7f7f7f
41 90 18 7f7f7f
42 90 18 7f7f7f
43 90 18 7f7f7f
32 91 18 7f7f7f
33 91 18 7f7f7f
34 91 18 7f7f7f
35 91 18 7f7f7f
36 91 18 7f7f7f
37 91 18 7f7f7f
38 91 18 7f7f7f
39 91 18 7f7f7f
40 91 18 7f7f7f
41 91 18 7f7f7f
42 91 18 7f7f7f
43 91 18 7f7f7f
32 92 18 7f7f7f
33 92 18 7f7f7f
34 92 18 7f7f7f
35 92 18 7f7f7f
36 92 18 7f7f7f
37 92 18 7f7f7f
38 92 18 7f7f7f
39 92 18 7f7f7f
40 92 18 7f7f7f
41 92 18 7f7f7f
42 92 18 7f7f7f
43 92 18 7f7f7f
32 93 18 7f7f7f
33 93 18 7f7f7f
34 93 18 7f7f7f
35 93 18 7f7f7f
36 93 18 7f7f7f
37 93 18 7f7f7f
38 93 18 7f7f7f
39 93 18 7f7f7f
40 93 18 7f7f7f
41 93 18 7f7f7f
42 93 18 7f7f7f
43 93 18 7f7f7f
32 94 18 7f7f7f
33 94 18 7f7f7f
34 94 18 7f7f7f
35 94 18 7f7f7f
36 94 18 7f7f7f
37 94 18 7f7f7f
38 94 18 7f7f7f
39 94 18 7f7f7f
40 94 18 7f7f7f
41 94 18 7f7f7f
42 94 18 7f7f7f
43 94 18 7f7f7f
32 95 18 7f7f7f
33 95 18 7f7f7f
34 95 18 7f7f7f
35 95 18 7f7f7f
36 95 18 7f7f7f
37 95 18 7f7f7f
38 95 18 7f7f7f
39 95 18 7f7f7f
40 95 18 7f7f7f
41 95 18 7f7f7f
42 95 18 7f7f7f
43 95 18 7f7f7f
32 81 19 7f7f7f
33 81 19 7f7f7f
34 81 19 7f7f7f
35 81 19 7f7f7f
36 81 19 7f7f7f
37 81 19 7f7f7f
38 81 19 7f7f7f
39 81 19 7f7f7f
40 81 19 7f7f7f
41 81 19 7f7f7f
42 81 19 7f7f7f
43 81 19 7f7f7f
32 82 19 7f7f7f
33 82 19 7f7f7f
34 82 19 7f7f7f
35 82 19 7f7f7f
36 82 19 7f7f7f
37 82 19 7f7f7f
38 82 19 7f7f7f
39 82 19 7f7f7f
40 82 19 7f7f7f
41 82 19 7f7f7f
42 82 19 7f7f7f
43 82 19 7f7f7f
32 83 19 7f7f7f
33 83 19 7f7f7f
34 83 19 7f7f7f
35 83 19 7f7f7f
36 83 19 7f7f7f
37 83 19 7f7f7f
38 83 19 7f7f7f
39 83 19 7f7f7f
40 83 19 7f7f7f
41 83 19 7f7f7f
42 83 19 7f7f7f
43 83 19 7f7f7f
32 84 19 7f7f7f
33 84 19 7f7f7f
34 84 19 7f7f7f
35 84 19 7f7f7f
36 84 19 7f7f7f
37 84 19 7f7f7f
38 84 19 7f7f7f
39 84 19 7f7f7f
40 84 19 7f7f7f
41 84 19 7f7f7f
42 84 19 7f7f7f
43 84 19 7f7f7f
32 85 19 7f7f7f
33 85 19 7f7f7f
34 85 19 7f7f7f
35 85 19 7f7f7f
36 85 19 7f7f7f
37 85 19 7f7f7f
38 85 19 7f7f7f
39 85 19 7f7f7f
40 85 19 7f7f7f
41 85 19 7f7f7f
42 85 19 7f7f7f
43 85 19 7f7f7f
32 86 19 7f7f7f
33 86 19 7f7f7f
34 86 19 7f7f7f
35 86 19 7f7f7f
36 86 19 7f7f7f
37 86 19 7f7f7f
38 86 19 7f7f7f
39 86 19 7f7f7f
40 86 19 7f7f7f
41 86 19 7f7f7f
42 86 19 7f7f7f
43 86 19 7f7f7f
32 87 19 7f7f7f
33 87 19 7f7f7f
34 87 19 7f7f7f
35 87 19 7f7f7f
36 87 19 7f7f7f
37 87 19 7f7f7f
38 87 19 7f7f7f
39 87 19 7f7f7f
40 87 19 7f7f7f
41 87 19 7f7f7f
42 87 19 7f7f7f
43 87 19 7f7f7f
32 88 19 7f7f7f
33 88 19 7f7f7f
34 88 19 7f7f7f
35 88 19 7f7f7f
36 88 19 7f7f7f
37 88 19 7f7f7f
38 88 19 7f7f7f
39 88 19 7f7f7f
40 88 19 7f7f7f
41 88 19 7f7f7f
42 88 19 7f7f7f
43 88 19 7f7f7f
32 89 19 7f7f7f
33 89 19 7f7f7f
34 89 19 7f7f7f
35 89 19 7f7f7f
36 89 19 7f7f7f
37 89 19 7f7f7f
38 89 19 7f7f7f
39 89 19 7f7f7f
40 89 19 7f7f7f
41 89 19 7f7f7f
42 89 19 7f7f7f
43 89 19 7f7f7f
32 90 19 7f7f7f
33 90 19 7f7f7f
34 90 19 7f7f7f
35 90 19 7f7f7f
36 90 19 7f7f7f
37 90 19 7f7f7f
38 90 19 7f7f7f
39 90 19 7f7f7f
40 90 19 7f7f7f
41 90 19 7f7f7f
42 90 19 7f7f7f
43 90 19 7f7f7f
32 91 19 7f7f7f
33 91 19 7f7f7f
34 91 19 7f7f7f
35 91 19 7f7f7f
36 91 19 7f7f7f
37 91 19 7f7f7f
38 91 19 7f7f7f
39 91 19 7f7f7f
40 91 19 7f7f7f
41 91 19 7f7f7f
42 91 19 7f7f7f
43 91 19 7f7f7f
32 92 19 7f7f7f
33 92 19 7f7f7f
34 92 19 7f7f7f
35 92 19 7f7f7f
36 92 19 7f7f7f
37 92 19 7f7f7f
38 92 19 7f7f7f
39 92 19 7f7f7f
40 92 19 7f7f7f
41 92 19 7f7f7f
42 92 19 7f7f7f
43 92 19 7f7f7f
32 93 19 7f7f7f
33 93 19 7f7f7f
34 93 19 7f7f7f
35 93 19 7f7f7f
36 93 19 7f7f7f
37 93 19 7f7f7f
38 93 19 7f7f7f
39 93 19 7f7f7f
40 93 19 7f7f7f
41 93 19 7f7f7f
42 93 19 7f7f7f
43 93 19 7f7f7f
32 94 19 7f7f7f
33 94 19 7f7f7f
34 94 19 7f7f7f
35 94 19 7f7f7f
36 94 19 7f7f7f
37 94 19 7f7f7f
38 94 19 7f7f7f
39 94 19 7f7f7f
40 94 19 7f7f7f
41 94 19 7f7f7f
42 94 19 7f7f7f
43 94 19 7f7f7f
32 95 19 7f7f7f
33 95 19 7f7f7f
34 95 19 7f7f7f
35 95 19 7f7f7f
36 95 19 7f7f7f
37 95 19 7f7f7f
38 95 19 7f7f7f
39 95 19 7f7f7f
40 95 19 7f7f7f
41 95 19 7f7f7f
42 95 19 7f7f7f
43 95 19 7f7f7f
32 82 20 7f7f7f
33 82 20 7f7f7f
34 82 20 7f7f7f
35 82 20 7f7f7f
36 82 20 7f7f7f
37 82 20 7f7f7f
38 82 20 7f7f7f
39 82 20 7f7f7f
40 82 20 7f7f7f
41 82 20 7f7f7f
42 82 20 7f7f7f
43 82 20 7f7f7f
32 83 20 7f7f7f
33 83 20 7f7f7f
34 83 20 7f7f7f
35 83 20 7f7f7f
36 83 20 7f7f7f
37 83 20 7f7f7f
38 83 20 7f7f7f
39 83 20 7f7f7f
40 83 20 7f7f7f
41 83 20 7f7f7f
42 83 20 7f7f7f
43 83 20 7f7f7f
32 84 20 7f7f7f
33 84 20 7f7f7f
34 84 20 7f7f7f
35 84 20 7f7f7f
36 84 20 7f7f7f
37 84 20 7f7f7f
38 84 20 7f7f7f
39 84 20 7f7f7f
40 84 20 7f7f7f
41 84 20 7f7f7f
42 84 20 7f7f7f
43 84 20 7f7f7f
32 85 20 7f7f7f
33 85 20 7f7f7f
34 85 20 7f7f7f
35 85 20 7f7f7f
36 85 20 7f7f7f
37 85 20 7f7f7f
38 85 20 7f7f7f
39 85 20 7f7f7f
40 85 20 7f7f7f
41 85 20 7f7f7f
42 85 20 7f7f7f
43 85 20 7f7f7f
32 86 20 7f7f7f
33 86 20 7f7f7f
34 86 20 7f7f7f
35 86 20 7f7f7f
36 86 20 7f7f7f
37 86 20 7f7f7f
38 86 20 7f7f7f
39 86 20 7f7f7f
40 86 20 7f7f7f
41 86 20 7f7f7f
42 86 20 7f7f7f
43 86 20 7f7f7f
32 87 20 7f7f7f
33 87 20 7f7f7f
34 87 20 7f7f7f
35 87 20 7f7f7f
36 87 20 7f7f7f
37 87 20 7f7f7f
38 87 20 7f7f7f
39 87 20 7f7f7f
40 87 20 7f7f7f
41 87 20 7f7f7f
42 87 20 7f7f7f
43 87 20 7f7f7f
32 88 20 7f7f7f
33 88 20 7f7f7f
34 88 20 7f7f7f
35 88 20 7f7f7f
36 88 20 7f7f7f
37 88 20 7f7f7f
38 88 20 7f7f7f
39 88 20 7f7f7f
40 88 20 7f7f7f
41 88 20 7f7f7f
42 88 20 7f7f7f
43 88 20 7f7f7f
32 89 20 7f7f7f
33 89 20 7f7f7f
34 89 20 7f7f7f
35 89 20 7f7f7f
36 89 20 7f7f7f
37 89 20 7f7f7f
38 89 20 7f7f7f
39 89 20 7f7f7f
40 89 20 7f7f7f
41 89 20 7f7f7f
42 89 20 7f7f7f
43 89 20 7f7f7f
32 90 20 7f7f7f
33 90 20 7f7f7f
34 90 20 7f7f7f
35 90 20 7f7f7f
36 90 20 7f7f7f
37 90 20 7f7f7f
38 90 20 7f7f7f
39 90 20 7f7f7f
40 90 20 7f7f7f
41 90 20 7f7f7f
42 90 20 7f7f7f
43 90 20 7f7f7f
32 91 20 7f7f7f
33 91 20 7f7f7f
34 91 20 7f7f7f
35 91 20 7f7f7f
36 91 20 7f7f7f
37 91 20 7f7f7f
38 91 20 7f7f7f
39 91 20 7f7f7f
40 91 20 7f7f7f
41 91 20 7f7f7f
42 91 20 7f7f7f
43 91 20 7f7f7f
32 92 20 7f7f7f
33 92 20 7f7f7f
34 92 20 7f7f7f
35 92 20 7f7f7f
36 92 20 7f7f7f
37 92 20 7f7f7f
38 92 20 7f7f7f
39 92 20 7f7f7f
40 92 20 7f7f7f
41 92 20 7f7f7f
42 92 20 7f7f7f
43 92 20 7f7f7f
32 93 20 7f7f7f
33 93 20 7f7f7f
34 93 20 7f7f7f
35 93 20 7f7f7f
36 93 20 7f7f7f
37 93 20 7f7f7f
38 93 20 7f7f7f
39 93 20 7f7f7f
40 93 20 7f7f7f
41 93 20 7f7f7f
42 93 20 7f7f7f
43 93 20 7f7f7f
32 94 20 7f7f7f
33 94 20 7f7f7f
34 94 20 7f7f7f
35 94 20 7f7f7f
36 94 20 7f7f7f
37 94 20 7f7f7f
38 94 20 7f7f7f
39 94 20 7f7f7f
40 94 20 7f7f7f
41 94 20 7f7f7f
42 94 20 7f7f7f
43 94 20 7f7f7f
32 95 20 7f7f7f
33 95 20 7f7f7f
34 95 20 7f7f7f
35 95 20 7f7f7f
36 95 20 7f7f7f
37 95 20 7f7f7f
38 95 20 7f7f7f
39 95 20 7f7f7f
40 95 20 7f7f7f
41 95 20 7f7f7f
42 95 20 7f7f7f
43 95 20 7f7f7f
32 83 21 7f7f7f
33 83 21 7f7f7f
34 83 21 7f7f7f
35 83 21 7f7f7f
36 83 21 7f7f7f
37 83 21 7f7f7f
38 83 21 7f7f7f
39 83 21 7f7f7f
40 83 21 7f7f7f
41 83 21 7f7f7f
42 83 21 7f7f7f
43 83 21 7f7f7f
32 84 21 7f7f7f
33 84 21 7f7f7f
34 84 21 7f7f7f
35 84 21 7f7f7f
36 84 21 7f7f7f
37 84 21 7f7f7f
38 84 21 7f7f7f
39 84 21 7f7f7f
40 84 21 7f7f7f
41 84 21 7f7f7f
42 84 21 7f7f7f
43 84 21 7f7f7f
32 85 21 7f7f7f
33 85 21 7f7f7f
34 85 21 7f7f7f
35 85 21 7f7f7f
36 85 21 7f7f7f
37 85 21 7f7f7f
38 85 21 7f7f7f
39 85 21 7f7f7f
40 85 21 7f7f7f
41 85 21 7f7f7f
42 85 21 7f7f7f
43 85 21 7f7f7f
32 86 21 7f7f7f
33 86 21 7f7f7f
34 86 21 7f7f7f
35 86 21 7f7f7f
36 86 21 7f7f7f
37 86 21 7f7f7f
38 86 21 7f7f7f
39 86 21 7f7f7f
40 86 21 7f7f7f
41 86 21 7f7f7f
42 86 21 7f7f7f
43 86 21 7f7f7f
32 87 21 7f7f7f
33 87 21 7f7f7f
34 87 21 7f7f7f
35 87 21 7f7f7f
36 87 21 7f7f7f
37 87 21 7f7f7f
38 87 21 7f7f7f
39 87 21 7f7f7f
40 87 21 7f7f7f
41 87 21 7f7f7f
42 87 21 7f7f7f
43 87 21 7f7f7f
32 88 21 7f7f7f
33 88 21 7f7f7f
34 88 21 7f7f7f
35 88 21 7f7f7f
36 88 21 7f7f7f
37 88 21 7f7f7f
38 88 21 7f7f7f
39 88 21 7f7f7f
40 88 21 7f7f7f
41 88 21 7f7f7f
42 88 21 7f7f7f
43 88 21 7f7f7f
32 89 21 7f7f7f
33 89 21 7f7f7f
34 89 21 7f7f7f
35 89 21 7f7f7f
36 89 21 7f7f7f
37 89 21 7f7f7f
38 89 21 7f7f7f
39 89 21 7f7f7f
40 89 21 7f7f7f
41 89 21 7f7f7f
42 89 21 7f7f7f
43 89 21 7f7f7f
32 90 21 7f7f7f
33 90 21 7f7f7f
34 90 21 7f7f7f
35 90 21 7f7f7f
36 90 21 7f7f7f
37 90 21 7f7f7f
38 90 21 7f7f7f
39 90 21 7f7f7f
40 90 21 7f7f7f
41 90 21 7f7f7f
42 90 21 7f7f7f
43 90 21 7f7f7f
32 91 21 7f7f7f
33 91 21 7f7f7f
34 91 21 7f7f7f
35 91 21 7f7f7f
36 91 21 7f7f7f
37 91 21 7f7f7f
38 91 21 7f7f7f
39 91 21 7f7f7f
40 91 21 7f7f7f
41 91 21 7f7f7f
42 91 21 7f7f7f
43 91 21 7f7f7f
32 92 21 7f7f7f
33 92 21 7f7f7f
34 92 21 7f7f7f
35 92 21 7f7f7f
36 92 21 7f7f7f
37 92 21 7f7f7f
38 92 21 7f7f7f
39 92 21 7f7f7f
40 92 21 7f7f7f
41 92 21 7f7f7f
42 92 21 7f7f7f
